01,7900000001,1712344852485,1712345311080
01,7900000001,1712335036727,1712335039147
01,7900000001,1712342489526,1712342647070
01,7900000001,1712340513473,1712340938039
01,7900000001,1712336585918,1712337086121
02,7900000001,1712335056419,1712335116689
01,7900000001,1712336452593,1712336944876
01,7900000001,1712343631770,1712343801699
02,7900000001,1712339403469,1712339631609
01,7900000001,1712344629251,1712344740210
01,7900000002,1712338033352,1712338611169
01,7900000002,1712343402944,1712343901821
02,7900000002,1712340568636,1712340879601
02,7900000002,1712344450185,1712344776246
01,7900000002,1712344893320,1712345163293
02,7900000002,1712338338342,1712338468266
01,7900000002,1712335494145,1712335892537
02,7900000002,1712336108769,1712336181351
01,7900000002,1712337763843,1712338010883
02,7900000002,1712335399141,1712335792240
02,7900000003,1712339588971,1712339673171
01,7900000003,1712339554595,1712339736915
02,7900000003,1712336701228,1712337150662
02,7900000003,1712342821282,1712343370530
02,7900000003,1712342422248,1712342823908
02,7900000003,1712335725735,1712336208185
01,7900000003,1712335857039,1712336156588
02,7900000003,1712335473079,1712335873714
02,7900000003,1712342170986,1712342254912
02,7900000003,1712339697843,1712339843464
01,7900000004,1712344305411,1712344439118
02,7900000004,1712337671091,1712338195919
01,7900000004,1712341302647,1712341669377
01,7900000004,1712337038772,1712337073646
01,7900000004,1712336165129,1712336312522
01,7900000004,1712337787915,1712338375951
01,7900000004,1712339265969,1712339613615
02,7900000004,1712335489759,1712335700756
02,7900000004,1712343323362,1712343352496
01,7900000004,1712344309580,1712344543776
01,7900000005,1712342325684,1712342849338
01,7900000005,1712338754926,1712338969351
01,7900000005,1712336514458,1712336626169
01,7900000005,1712338417539,1712338742714
01,7900000005,1712341250438,1712341305948
02,7900000005,1712343509528,1712343791344
02,7900000005,1712340582106,1712340657101
01,7900000005,1712342171958,1712342706093
02,7900000005,1712335911640,1712336027460
01,7900000005,1712342915649,1712342943911
01,7900000006,1712342491804,1712342627306
01,7900000006,1712344667839,1712344925862
02,7900000006,1712344010791,1712344324153
01,7900000006,1712341117824,1712341467632
01,7900000006,1712340259386,1712340421453
01,7900000006,1712343048455,1712343327672
02,7900000006,1712342285890,1712342527817
02,7900000006,1712336706956,1712336756107
01,7900000006,1712337578342,1712338037021
02,7900000006,1712344759325,1712345118880
01,7900000007,1712336976040,1712337082030
01,7900000007,1712343889028,1712343988091
01,7900000007,1712335942389,1712336445774
02,7900000007,1712341959604,1712342033175
01,7900000007,1712343107148,1712343437363
01,7900000007,1712336947101,1712337499403
01,7900000007,1712344798999,1712345202318
02,7900000007,1712339342714,1712339710606
02,7900000007,1712338480308,1712338944990
01,7900000007,1712344076964,1712344625878
02,7900000008,1712342812901,1712343048489
01,7900000008,1712339554769,1712340005757
01,7900000008,1712342985600,1712343117915
02,7900000008,1712340627953,1712341011219
01,7900000008,1712344638420,1712345214706
01,7900000008,1712338303725,1712338503785
02,7900000008,1712344737866,1712345220450
02,7900000008,1712339689387,1712339811803
01,7900000008,1712343592585,1712343605101
02,7900000008,1712337701197,1712337714032
01,7900000009,1712343141475,1712343306777
01,7900000009,1712342040435,1712342406060
01,7900000009,1712336920840,1712336966003
01,7900000009,1712345010961,1712345600905
02,7900000009,1712344880256,1712345314313
01,7900000009,1712335370481,1712335422779
02,7900000009,1712340785863,1712341231904
01,7900000009,1712344200248,1712344758609
02,7900000009,1712342113710,1712342360569
02,7900000009,1712336201914,1712336232051
02,79998887769,1712344028706,1712344264500
02,79998887769,1712336960057,1712337553110
01,79998887769,1712336077762,1712336483294
02,79998887769,1712336178717,1712336510784
01,79998887769,1712336779562,1712336884674
01,79998887769,1712343908350,1712344434328
01,79998887769,1712344364560,1712344576897
02,79998887769,1712342025677,1712342327325
01,79998887769,1712337261273,1712337740881
01,79998887769,1712344438075,1712344879319
